Name,Position,Rating,PAC,SHO,PAS,DRI,DEF,PHY
May,ST,65,69,64,60,66,29,69
Alvaro Rey,RW,70,77,66,66,72,45,65
Doughty,CM,64,63,60,65,65,53,73
Röcher,ST,68,78,65,63,71,23,68
Griffiths,ST,72,76,75,63,71,24,68
Jota,RW,72,69,68,72,74,31,58
Furu,CB,63,44,36,50,46,62,73
Ulvestad,CDM,63,38,54,54,55,61,74
Maurer,GK,65,67,64,65,69,39,67
Abd Elhamed,RB,72,77,48,65,72,69,72
Miloševic,CB,68,54,53,56,55,68,72
Boateng,CM,70,70,68,64,68,67,75
Erdal,LB,72,69,51,60,62,70,74
Kochenkov,GK,68,65,66,67,71,47,67
Alex Martínez,LB,74,75,59,68,70,67,67
Horgan,RM,69,85,62,64,72,32,59
Risdon,RWB,72,74,49,61,66,70,79
Wells,ST,72,75,72,63,71,44,63
Crooks,CM,67,67,64,61,65,64,81
Stephens,CB,75,59,42,61,67,77,71
Palun,LB,70,69,47,60,63,68,71
Abdón Prats,ST,68,64,74,59,64,29,60
McCormack,CDM,61,57,54,58,57,58,63
Ruffels,LB,68,61,50,64,66,65,69
Râpa,RB,69,70,47,61,61,65,71
Stokke,ST,61,51,62,51,57,36,76
Ripley,GK,66,67,66,65,69,34,65
Newell,LM,66,75,60,65,65,59,61
Sánchez,GK,64,70,61,64,68,43,60
Angha,CB,63,69,36,59,62,61,71
Graham,LM,65,77,58,61,69,27,47
Li Ke,CM,67,73,63,66,67,67,69
Ceppelini,CAM,71,69,64,73,74,42,65
McDermott,GK,70,70,67,57,73,44,68
Byrne,RB,70,88,52,61,69,63,66
Forrester,CM,60,59,55,60,61,56,63
Battocchio,CM,70,69,68,70,75,57,58
Carroll,LB,66,74,41,61,61,61,67
Caprari,CF,74,84,68,70,81,20,49
Defrel,ST,76,82,77,68,81,36,51
Castillo,LM,75,91,70,65,81,42,69
Buckley,CDM,60,51,57,57,58,58,67
Mezquida,CAM,65,57,60,62,71,35,44
Bifouma,LM,74,93,71,63,77,29,70
Attinella,GK,67,69,61,66,69,43,65
Nyman,ST,70,84,67,58,66,32,81
Riski,ST,64,83,63,52,66,41,59
Mitov Nilsson,GK,67,71,59,70,74,30,61
Ericsson,LWB,64,75,44,55,62,55,65
Kim Jun Yub,RM,63,73,51,57,63,57,66
Kebano,LW,70,80,65,65,74,39,53
Choi Bo Kyung,CB,65,63,39,56,54,63,72
Cho Ji Hun,CM,62,60,62,64,60,58,64
Lee Jong Sung,CB,62,50,55,59,61,60,73
Min Sang Gi,CB,65,78,38,44,51,64,73
Sin Jin Ho,CM,71,61,62,72,69,62,72
Juankar,LB,71,74,61,66,72,65,69
Han Kyo Won,RM,69,88,65,62,71,57,68
Kim Kee Hee,CB,69,66,43,60,49,68,73
Yang Han Been,GK,69,70,63,60,73,43,69
Cole,CB,58,46,35,46,48,55,72
Filipović,CB,70,70,52,60,60,70,74
Knoche,CB,76,51,41,50,50,80,72
Day,GK,65,68,59,58,70,54,66
Müller,GK,73,72,70,66,75,48,72
Butland,GK,74,74,68,66,76,57,76
Lucas Piazon,RW,71,65,71,72,73,34,51
O'Halloran,RM,66,89,65,57,68,30,63
Riley,RWB,64,73,53,54,63,60,67
Vela,CM,64,67,55,63,65,61,74
Tunnicliffe,CM,65,64,56,64,64,64,70
Ibini,RM,65,84,62,59,67,40,59
Gannon,RB,68,75,52,59,64,62,74
Yun Il Lok,LM,70,71,65,66,69,47,67
Monconduit,CDM,72,61,55,69,67,71,76
Jansson,CB,65,55,28,53,56,65,68
Scowen,CDM,68,60,55,63,66,66,72
Stewart,CB,67,56,22,46,52,66,75
Taft,CB,61,53,35,49,48,60,74
Kister,CB,66,33,29,42,40,66,75
Franke,CB,70,53,31,42,45,71,76
Burge,GK,63,67,60,51,69,42,59
Foulquier,RM,75,76,63,70,74,73,78
Cairns,GK,66,66,61,58,68,49,68
Good,CB,64,47,35,54,50,64,68
Yu Sang Hun,GK,66,65,62,62,67,39,67
Wootton,CB,65,50,25,47,54,65,72
Blackett,LB,69,69,40,66,63,67,75
Germain,ST,74,71,75,73,74,38,67
Harrison,ST,65,80,62,52,64,41,81
Chará,CDM,75,78,60,67,71,71,78
Brillante,CDM,68,61,56,63,65,65,78
Halloran,RW,68,85,61,60,69,34,65
Dennis,CAM,61,82,57,56,65,21,63
Kim Ho Nam,RM,68,83,66,60,66,42,71
Hoskins,RM,65,85,60,56,68,33,61
Morgan,LB,64,77,39,56,61,60,64
Hall,RM,65,89,58,60,65,32,59
Potts,LB,66,67,39,57,63,65,67
Elyounoussi,LM,76,77,73,73,79,53,68
Valencia,RW,69,83,58,63,72,42,62
Valsvik,CB,67,48,47,46,40,68,81
Héber,ST,71,67,70,55,66,32,68
Tiago Alves,LM,69,74,66,70,66,43,63
Gnahoré,CM,73,66,68,70,71,68,77
Long,GK,69,68,68,74,73,31,70
Norris,ST,63,61,64,47,57,27,71
Turton,RB,65,66,43,60,59,60,69
Assombalonga,ST,70,75,69,57,67,38,71
Thomas,GK,70,71,67,62,73,36,66
Løkberg,CM,66,64,60,62,68,60,73
Ray,CB,58,57,18,25,49,59,68
Leandro,RM,68,73,68,64,67,33,73
Teigl,RB,68,79,55,59,66,61,70
Diomandé,CDM,72,64,55,64,67,70,76
Schalk,ST,65,81,65,48,68,30,64
Kessel,RB,68,59,57,60,60,70,75
Reinhardt,CDM,65,70,56,61,60,62,71
William,ST,68,67,67,60,66,26,80
Kragl,LM,73,81,71,67,73,51,78
Kryeziu,CDM,67,71,57,64,66,63,69
Kongolo,CB,71,69,43,60,66,71,72
O'Brien,LM,68,73,64,64,67,33,70
Rose,ST,63,78,62,53,64,44,67
Decordova-Reid,ST,72,79,71,69,76,54,63
Koopmans,GK,67,68,65,66,67,37,65
Andersen,LM,68,76,65,68,67,43,64
Bryan,LB,74,80,64,68,69,69,75
Amadi-Holloway,ST,61,71,56,48,61,46,75
Ameobi,LM,72,79,66,65,73,33,65
Bangoura,RM,65,85,61,58,69,29,60
Pietrzak,LB,66,69,55,59,64,62,65
Oyeleke,CM,61,77,51,59,64,60,70
Dallas,LB,73,73,64,66,71,69,74
Balliu,RB,73,80,39,68,73,68,71
Wernitznig,CM,66,75,67,65,69,57,68
Hübner,CB,72,52,43,47,45,76,72
Martinus,RM,67,84,63,65,66,42,67
Pavelka,CDM,72,56,59,68,69,68,72
Skalák,LM,67,66,61,65,69,30,63
Kainz,CDM,65,61,56,64,62,62,62
Bruno,CAM,73,74,69,72,76,36,65
Donnarumma,ST,73,81,74,59,72,36,60
Hewitt,RB,64,72,43,58,63,59,69
Courtet,ST,70,66,74,64,66,26,72
Misidjan,RM,72,86,64,64,76,29,58
Bradley,CB,69,56,31,47,51,68,76
Bahoken,ST,73,77,72,57,71,24,72
Smith,ST,69,44,68,49,51,39,80
Toia,LB,67,71,51,58,63,63,70
Benali,CM,71,78,62,70,79,44,63
Romo,CB,68,44,28,46,47,68,82
Smith,RB,72,69,46,67,66,69,71
Jóhannsson,ST,69,68,69,62,70,36,60
Pierre,CB,66,70,37,46,50,65,79
Gutiérrez,CM,74,65,72,74,76,61,65
Seymour,CDM,68,69,53,62,56,66,78
Delecroix,GK,65,64,65,62,65,28,66
Yun Ju Tae,ST,59,77,57,56,60,27,63
Aouadhi,CDM,69,56,57,63,63,66,75
Korte,CAM,66,74,66,61,71,29,55
Windbichler,CB,66,65,34,53,52,63,74
Taggart,ST,70,79,70,63,71,38,67
Dibon,CB,68,68,33,51,52,68,73
Cropper,GK,64,67,62,61,66,35,61
Drescher,CB,63,32,23,39,41,63,66
Sax,RM,67,74,58,62,71,26,67
Zuculini,CDM,73,66,62,70,71,70,77
Hauche,LW,75,87,71,70,75,43,67
Maatsen,RW,65,92,60,53,66,37,61
Djidji,CB,72,61,32,53,64,74,69
Eric Botteghin,CB,73,32,35,45,50,74,81
Alhadhur,RB,68,68,50,57,64,64,62
Trebel,CM,73,68,66,74,73,67,70
Löwe,LB,71,70,59,68,67,67,65
Luna,CAM,65,82,64,63,68,35,44
Andersen,LW,76,81,71,73,78,36,58
Toivomäki,CB,60,73,36,50,59,60,62
Touzghar,ST,69,72,69,58,69,24,69
Cissé,CDM,64,47,48,56,54,61,82
Knockaert,RW,74,75,69,72,79,48,66
Fischer,LM,74,82,70,70,75,35,68
Pospíšil,CDM,67,69,55,67,72,60,68
Kitsiou,RB,72,75,61,66,70,69,67
Dilaver,CB,72,71,46,59,61,71,77
Kobylanski,CAM,68,72,69,68,69,40,59
Devlin,RB,66,88,52,55,60,59,78
Vergini,CB,68,33,38,60,59,70,72
Wolski,CAM,66,66,62,68,69,34,53
Gerard Badía,LM,68,75,64,66,68,31,57
Brooks,CB,76,72,39,58,64,77,75
Mikel Iribas,RB,68,73,53,62,62,62,74
Escamilla,CDM,66,53,55,63,54,59,74
Brabec,CB,74,70,51,61,64,75,77
Ayoub,CM,71,69,66,73,76,66,68
Jønsson,CDM,70,74,56,63,67,67,74
de Leeuw,CAM,68,53,69,61,69,58,70
Stark,CDM,70,67,64,66,65,68,78
Ludwig,CB,67,61,39,55,61,66,74
Wyke,ST,64,60,62,45,61,28,75
Reach,RW,72,76,69,70,73,62,70
Dolan,CM,58,62,56,62,63,47,64
Edwards,CM,66,54,65,67,66,58,63
Edgar Badía,GK,73,76,69,67,75,33,73
Bettinelli,GK,71,71,69,73,73,30,73
Barreto,RM,68,79,62,64,68,27,62
Öztürk,CB,68,62,58,67,64,66,78
Frei,LM,72,88,67,68,77,35,51
Clark,GK,69,66,65,70,75,31,70
Polworth,CM,66,71,60,66,68,59,64
Cristian Herrera,ST,67,68,70,64,65,47,77
Kane,ST,61,76,58,43,60,51,72
Berahino,CAM,71,74,72,67,73,27,62
O'Connor,CB,64,65,44,56,56,62,77
McKenzie,LM,67,82,57,60,69,52,72
Kennedy,LM,67,83,59,60,69,47,63
Sin Se Gye,RB,67,83,58,65,63,60,70
Arslanagic,CB,72,51,32,58,57,72,77
Luís Neto,CB,75,61,37,55,53,77,73
Fede Vico,CAM,74,72,66,75,76,49,50
Blaswich,GK,73,71,71,68,78,42,71
Forsyth,LB,70,59,59,63,65,70,69
Alnwick,GK,66,66,63,65,66,46,66
van de Streek,CAM,70,66,70,66,69,58,65
Dummett,CB,75,65,40,63,67,76,71
Locadia,ST,75,72,75,71,73,36,73
Ben Moussa,CM,63,68,54,63,67,53,65
Trybull,CDM,72,60,48,65,67,72,74
García,ST,76,66,79,63,72,27,81
Juan Carlos,CM,73,67,68,73,74,57,59
McNamee,CM,58,62,53,58,60,46,57
Wiegel,RB,68,77,62,63,67,62,70
Jackson,CB,65,51,30,42,53,65,68
Reynet,GK,75,74,72,74,77,45,75
Bakker,CB,65,64,34,52,53,65,71
Saville,CM,69,63,65,69,68,66,74
Diop,GK,65,68,63,60,67,43,63
Izzo,GK,67,68,63,63,69,55,66
Sternberg,LB,64,71,48,59,61,59,70
Lucioni,CB,70,49,33,48,52,71,70
Mohamed,CM,66,63,57,66,66,67,71
Diamanka,CM,68,71,64,62,62,67,80
Günter,CB,71,65,31,56,60,71,70
Oshilaja,CB,66,81,26,45,57,65,79
Ralls,CM,72,64,69,72,71,68,67
Breier,ST,65,69,64,57,67,33,74
Beugelsdijk,CB,66,39,39,45,45,65,76
Lang,LB,62,68,37,55,56,57,56
Inniss,CB,64,45,33,42,39,61,77
Bauer,CB,73,32,45,53,47,75,75
van Buren,ST,69,81,65,61,70,31,71
Gelios,GK,67,69,70,62,68,46,64
Whitehouse,CM,61,68,58,56,62,55,76
Rubén Pardo,CM,72,55,68,73,72,62,53
Hervías,RM,73,78,64,69,77,40,50
Ruidíaz,ST,76,84,78,66,77,32,62
Yotún,CDM,72,64,66,75,73,65,73
Advíncula,RB,74,93,64,69,74,67,81
Roef,GK,72,75,70,64,75,51,70
Álvarez,CAM,71,59,67,72,78,52,66
Selnæs,CM,74,67,68,74,74,69,77
Grøgaard,LB,66,75,45,61,65,61,68
Jombati,CB,63,55,37,53,54,63,69
Derstroff,LM,64,80,61,56,67,28,57
Kroon,RM,65,86,58,59,65,41,56
Escoboza,LB,69,74,65,70,71,61,67
Rafael Lopes,ST,70,60,72,53,66,34,78
Oriol Rosell,CDM,69,44,56,66,66,66,67
Andrade,LWB,65,65,48,60,67,60,50
Seuntjens,CAM,70,71,69,68,73,62,74
Olkowski,RB,68,74,57,62,66,64,70
McGowan,CB,64,43,47,51,55,62,75
Schwab,CDM,71,67,67,71,66,66,77
Hosiner,ST,67,79,64,54,67,28,63
Rubio,CAM,66,65,72,57,70,36,66
Lee Bum Soo,GK,63,65,62,59,64,61,62
Campbell,ST,74,81,74,73,75,41,73
Weilandt,LM,67,74,65,61,69,39,61
Salvador Agra,RM,66,86,63,61,69,35,51
Ibarra,RM,76,92,65,70,76,53,75
Schilk,CB,62,73,38,52,54,61,71
Hall,CB,69,61,39,48,46,68,70
Steinhart,LB,68,73,54,68,62,60,72
Jeannin,GK,64,66,62,65,66,49,61
Baca,CM,71,76,59,70,72,60,75
Leistner,CB,73,57,37,54,54,74,80
Mladen,CB,68,72,51,57,54,68,73
Koch,CB,63,34,31,47,49,63,70
Nildo Petrolina,LM,73,81,69,70,75,58,72
Delaine,LB,73,83,47,69,72,66,73
Ba,CB,66,48,38,46,42,65,78
Pereyra,CM,76,72,71,77,78,54,63
Vadillo,RM,74,86,68,68,79,34,52
Vranješ,CB,71,67,47,55,56,71,76
Khelifi,RM,67,84,59,59,72,30,46
Brecher,GK,68,70,63,65,71,40,66
Bueno,ST,65,78,61,58,65,35,74
Williams,RM,65,78,55,59,67,40,63
Toño García,LB,76,80,64,74,77,68,67
Samba,GK,75,77,69,73,79,53,71
Dupé,GK,71,73,70,62,75,46,67
Schütz,LM,63,87,59,59,66,27,54
Gouano,CB,71,62,25,50,52,71,75
Omrani,ST,71,72,69,68,70,33,80
Bauer,RB,72,79,46,69,71,68,69
Guthrie,ST,61,68,61,51,62,41,67
Leitner,GK,66,67,66,59,67,24,62
Otsu,CAM,65,69,63,65,66,41,71
Adrián Ortolá,GK,71,70,68,74,73,50,70
Blume,CM,68,73,60,65,71,60,68
Jackson,RB,65,82,52,56,62,58,73
Kone,ST,69,80,68,57,72,31,70
Droppa,CDM,67,64,57,59,60,66,72
Wilson,GK,61,63,59,60,63,40,57
Caprice,RB,64,80,50,57,63,58,64
Millen,RB,55,63,27,33,48,59,57
Maier,CAM,65,67,61,65,68,34,55
Röseler,CB,66,55,35,53,56,66,72
Vollmann,CAM,64,80,60,61,67,41,63
Cristiano,GK,68,67,64,61,70,29,70
Naismith,LB,69,75,65,65,66,64,74
Pedersen,CM,64,66,52,62,63,63,73
Kiss,CDM,71,40,60,61,66,69,80
Iván Sánchez,RM,73,91,59,66,77,34,52
Diego Oliveira,ST,74,77,74,64,71,39,71
Fajr,CM,75,61,73,78,76,67,66
Klement,CAM,70,54,66,73,74,40,57
Valoti,CM,68,64,61,73,74,47,43
Rodríguez,CM,63,54,42,61,63,51,61
Edigar Junio,ST,72,90,72,64,73,21,70
Ruiz de Galarreta,CM,70,67,59,67,70,66,66
Raglan,CB,65,67,32,42,45,63,77
Townsend,LB,71,71,46,64,65,69,68
Huws,CM,65,66,64,65,65,60,65
Alioui,ST,72,68,74,62,68,33,69
Rekik,CB,75,69,39,58,62,75,77
Ewerton,CB,71,32,37,58,59,72,70
Golla,CB,66,52,36,54,51,64,71
David Ferreiro,LM,72,87,68,71,75,37,48
Lewicki,CDM,70,62,54,60,66,70,79
Tripić,LW,69,81,68,65,71,41,74
Igor Rossi,CB,72,46,30,54,53,71,82
McGeouch,CM,65,64,50,65,67,58,68
Wagué,CB,71,43,33,42,44,72,81
Sliti,LM,74,73,69,71,77,34,67
Grimmer,RB,67,77,51,56,63,63,67
Fernando,GK,70,71,68,63,72,48,65
Stengel,CM,66,58,60,66,67,57,73
Rodríguez,GK,62,66,54,55,64,63,64
Soudani,CAM,73,73,74,69,75,43,70
Bouhenna,CB,63,49,46,55,52,59,77
Naismith,RB,67,77,47,59,61,61,78
Marcelo,CB,68,61,26,50,51,69,67
Luongo,CDM,71,69,63,62,70,68,76
Fredericks,RB,76,92,51,66,73,70,69
Pritchard,CAM,71,69,68,72,73,46,47
Roofe,ST,72,79,73,67,72,50,61
Schoofs,CM,71,62,64,72,72,60,63
Léon,GK,66,64,64,62,70,47,64
Choe Yeong Joon,CDM,70,69,61,66,67,65,72
Akichi,CDM,67,71,50,61,67,63,67
Meïté,CM,76,64,59,73,77,72,79
Baldwin,CB,65,65,40,54,56,65,72
Boëtius,CAM,76,81,70,73,80,43,64
Lezcano,ST,73,80,74,68,74,45,79
Gentiletti,CB,70,53,38,57,61,70,70
Sosa,GK,73,73,68,66,75,41,74
Ingram,GK,65,69,64,62,68,36,63
Shala,CM,66,73,64,63,72,54,67
Luís Leal,ST,69,69,71,62,66,34,72
Füllkrug,ST,76,64,77,62,70,38,73
Kuhn,RB,68,89,51,67,67,59,66
Röcker,CB,65,47,30,42,36,65,75
Weis,GK,65,67,64,63,70,38,56
Thiede,RB,67,67,46,64,66,62,62
Krmencík,ST,73,73,71,58,69,27,79
Lozano,ST,70,78,69,60,70,34,76
Nicolas,GK,69,71,69,64,71,43,67
Croizet,CAM,68,73,67,66,73,47,70
Rúben Ferreira,LB,70,67,58,69,69,67,67
Antei,CB,69,47,27,41,48,71,69
Pigliacelli,GK,71,71,69,83,71,48,66
Verre,CAM,74,68,74,73,75,65,66
Kløve,CM,65,77,59,62,69,56,62
Alvaro Lemos,RB,71,80,58,64,70,66,71
Bulthuis,CB,69,50,30,46,41,67,84
Mandron,ST,63,62,60,53,63,45,77
Forde,LM,64,72,58,61,65,32,59
Ihiekwe,CB,68,70,36,43,55,67,76
Price,CDM,71,52,47,71,65,63,72
Vassell,ST,63,83,62,48,62,33,69
Höhn,CB,68,46,32,51,57,70,67
Thompson,CM,65,80,54,61,67,64,78
Luís Hernández,CB,71,67,49,62,63,72,75
Dener,CM,69,65,64,67,70,60,75
Husband,LB,66,67,50,56,63,64,67
André Sousa,CM,68,62,68,70,69,59,72
Atsu,LM,74,84,67,69,78,34,42
van Duinen,ST,68,76,65,61,65,48,75
Omolo,CB,65,61,47,55,62,63,68
Abecasis,RB,71,88,50,66,68,65,79
Insaurralde,LW,69,75,71,58,70,39,65
Castro,CM,75,67,67,77,78,64,64
Ceppitelli,CB,73,51,33,35,44,76,70
Luís Martins,LB,69,71,61,68,67,64,61
MacDonald,CB,67,56,26,45,47,68,68
Gayle,ST,74,78,75,58,74,28,60
Bruno Andrade,RM,67,82,62,63,70,46,54
Brugman,CM,72,69,59,73,73,60,62
Sourzac,GK,63,63,62,57,66,55,61
Stojanovic,GK,68,69,63,59,70,37,66
Denswil,CB,73,43,56,65,65,75,73
Terracciano,GK,71,72,67,64,75,41,69
Woods,CDM,71,72,54,68,73,64,69
David Bruno,RB,67,68,40,57,65,64,69
Pavoletti,ST,75,52,74,51,68,37,70
Chacón,CDM,67,69,46,60,68,61,71
Livaja,ST,76,74,73,63,76,32,77
Mathoho,CB,69,62,40,45,52,70,75
Mills,GK,51,51,48,45,53,43,51
Kaplan,GK,68,63,68,70,67,46,71
Tashchy,ST,66,67,63,60,64,35,73
Kapino,GK,73,74,67,66,79,41,72
Woodrow,CAM,68,69,72,59,68,31,68
Thomsen,LM,67,64,58,65,69,47,60
Chalobah,CDM,74,62,61,69,73,72,70
Kane,RB,69,74,52,60,66,65,62
Murru,LB,73,71,40,61,69,71,67
Bulut,RB,66,74,54,64,65,59,70
Chiriches,CB,74,59,62,56,62,77,66
Dunne,CB,63,80,38,47,57,62,73
Edwards,RM,67,81,61,62,69,50,53
Alex Rodríguez,CDM,67,58,45,63,66,66,61
Wallace,RM,75,77,68,70,75,45,66
Younes,LW,75,74,58,69,85,37,55
Zbozien,RB,65,76,52,57,61,61,75
O'Neil,CDM,60,65,38,54,58,56,68
Đoković,CM,71,65,60,70,69,67,83
Erwin,ST,62,67,61,50,61,27,63
Kiese Thelin,ST,71,59,69,61,66,37,82
Chambers,CB,75,67,56,69,68,76,76
Touray,LB,66,84,50,60,63,58,71
Reed,CDM,73,68,57,71,70,69,68
Mvogo,GK,76,80,74,71,79,42,72
Alioski,LB,73,81,69,68,69,65,73
Poko,CDM,73,74,57,64,74,69,79
Eddy,CDM,67,68,57,62,67,63,82
Jones,CM,58,63,48,51,59,56,69
Sluga,GK,66,66,65,67,70,56,62
Çavlan,LB,68,77,59,68,69,61,61
Johnstone,GK,75,79,74,70,77,42,73
Callan-McFadden,CB,57,46,27,48,51,55,66
Murphy,LM,70,85,66,62,73,28,52
Chávez,ST,69,69,72,61,71,35,58
Murphy,RW,71,80,68,66,74,33,55
Lung,GK,75,74,71,67,76,37,75
Toffolo,LB,69,76,52,60,64,63,71
McGeehan,CDM,67,66,61,63,67,62,69
Patric,CB,73,68,53,66,70,75,68
Dursun,ST,72,64,72,53,69,31,73
Şahin,RM,68,90,60,60,74,29,58
Chibsah,CM,71,68,61,65,73,72,78
Katsande,CDM,71,65,62,62,67,70,78
Mbone,CB,65,44,54,55,57,65,78
Uphoff,GK,70,69,69,68,71,38,69
Antonsson,ST,66,78,65,57,64,42,75
Aued,CM,75,54,66,74,74,66,77
Sabelli,RB,72,79,40,59,63,68,74
Prcic,CM,71,58,62,73,72,68,66
Pol,GK,65,64,69,59,66,47,60
Turnbull,CB,62,60,27,46,51,62,72
Heintz,CB,75,61,37,60,60,74,79
Clarke,LM,58,81,51,51,57,44,60
Norburn,CM,64,74,61,64,66,52,76
Zahibo,CDM,69,55,48,57,61,67,83
Nardi,GK,73,78,67,68,78,50,69
Bigas,CB,72,66,52,59,61,72,72
Stevanović,RM,73,80,63,70,72,38,68
Kopic,LW,74,80,71,70,76,36,60
Hopper,ST,63,63,62,52,61,34,73
Hubert,GK,67,70,65,64,66,42,65
Jans,RB,70,68,49,66,68,66,68
Bălgrădean,GK,72,72,71,70,72,51,71
Balic,LB,66,67,38,51,58,64,74
Ferri,CM,73,62,67,71,72,66,73
Azouni,CDM,69,71,56,67,70,65,71
Frick,GK,69,68,67,69,69,44,66
Bitton,CB,69,56,50,65,67,70,70
Qazaishvili,LM,72,69,72,66,79,36,63
Morrissey,CDM,62,51,59,58,59,59,69
Georgievski,LB,66,68,56,60,62,62,79
Putnocký,GK,68,69,70,64,68,44,70
João Pereira,RB,74,70,61,71,74,71,67
Boyd,ST,66,47,69,43,58,28,76
Garmash,CAM,74,67,72,74,71,69,76
Koval,GK,66,67,63,63,69,45,65
Kryvtsov,CB,74,65,44,51,51,74,78
Morozyuk,RB,74,75,62,74,70,69,49
Pigott,ST,64,67,63,50,64,26,68
Benzia,CAM,71,66,69,70,74,45,63
Dudziak,CM,71,78,61,71,76,67,67
Ko Kwang Min,LM,69,87,58,62,67,61,55
Fryers,CB,64,74,40,58,63,63,70
Juan Cruz,LB,69,73,40,58,61,65,70
Maxted,GK,61,61,60,60,64,45,58
Dingomé,CAM,73,65,65,75,75,66,70
Bennett,RM,68,80,62,63,68,42,74
Hughes,CM,76,64,64,77,77,68,64
Kim Won Sik,CB,63,70,37,52,50,62,73
Willis,CB,66,77,25,48,59,65,72
Bamford,ST,71,71,69,63,70,34,71
Coulibaly,ST,71,72,70,60,62,26,74
Digby,CB,62,53,50,57,54,61,75
Naylor,CDM,67,66,58,59,62,66,80
Bezus,CAM,73,65,69,75,73,46,64
Bush,GK,66,68,63,63,69,32,64
Pym,GK,65,66,63,65,69,46,64
Bolton,RB,65,79,35,52,60,61,68
Falette,CB,73,66,44,44,47,73,82
Thompson,CM,64,64,50,62,66,63,70
Peeters,CM,70,61,69,74,68,60,69
Crocombe,GK,59,59,57,56,60,47,57
Weiser,RB,76,73,62,74,82,72,68
March,LM,75,75,68,73,77,54,60
Labrín,CB,69,50,32,38,46,69,78
Camacho,CB,66,46,39,61,59,66,69
Hofmann,ST,71,57,72,50,60,34,79
Ishak,ST,68,71,69,56,63,38,75
Rowe,CM,65,61,62,67,67,57,62
DeLeon,RM,67,70,62,64,66,57,71
Potts,RM,68,67,61,65,65,55,69
Vargas,CAM,75,77,75,70,78,39,76
Hedges,CB,72,50,28,51,53,71,84
Valencia,ST,66,69,67,41,64,24,80
Lampson,GK,64,62,65,65,65,46,65
Kim Hyo Gi,ST,60,60,60,38,60,22,52
Insua,CB,71,53,36,55,54,72,66
Rodríguez,LW,68,75,63,67,72,29,34
Damm,RM,73,92,62,65,73,44,70
Ring,CDM,74,73,65,69,74,71,76
Sveen,ST,62,75,59,55,61,56,66
Tveita,RB,65,68,56,57,60,63,70
Ovenstad,CM,62,69,59,62,63,53,67
Felipe,CDM,70,56,65,71,69,61,71
Sakai,LM,69,75,52,67,68,68,73
Boere,ST,66,68,68,52,60,31,74
Kristiansen,LB,66,77,45,56,63,62,66
James,ST,71,71,70,53,71,29,74
Thesker,CB,67,48,39,47,52,69,74
Lukaku,LM,76,91,61,70,79,71,74
Koro Koné,ST,66,77,65,52,63,25,57
Shim Dong Woon,LM,69,86,60,60,71,42,64
Edwards,CM,65,66,62,63,67,59,71
Helander,CB,72,44,33,44,54,74,76
Broberg,RM,65,72,62,64,64,50,64
Tibbling,CM,69,67,57,67,72,59,65
Dieng,CB,64,64,50,57,60,62,76
Uronen,LB,74,74,57,69,68,70,75
Meara,GK,66,65,64,61,70,46,66
Ciciretti,RW,73,77,68,73,75,35,49
Webster,CB,75,68,29,59,69,75,74
Fällman,CB,66,50,29,41,43,66,71
Bjørnbak,CB,70,54,47,57,52,69,81
Creavalle,CDM,65,71,49,56,64,63,72
Omeruo,CB,73,68,32,50,58,73,77
Reilly,CM,64,63,60,62,62,63,77
Ramírez,LM,66,73,64,61,68,38,52
Barrow,LM,70,93,62,61,72,37,50
Sweeney,CB,63,69,41,54,59,61,74
Wydra,CB,65,67,55,62,59,62,75
Grozurek,LM,64,77,62,57,64,35,71
Bolaños,RM,73,80,70,66,73,25,62
Finlay,RM,68,81,63,63,66,42,62
Rafael Silva,ST,73,85,73,67,74,30,69
Al Hafith,CB,65,34,36,49,45,64,78
Dioudis,GK,74,77,71,67,78,42,73
Marçal,LB,76,75,56,70,71,75,74
Bartkowski,RB,66,80,39,58,60,60,67
van der Lei,GK,63,65,60,61,69,45,58
van der Hoorn,CB,73,38,45,53,50,74,78
Filipe Augusto,CM,75,67,64,74,75,68,77
Lieder,ST,66,70,63,50,67,23,74
Paulinho,CM,69,71,71,74,75,38,64
Berg,CB,72,46,49,55,58,72,76
Yago,RB,70,65,40,61,69,67,78
Mendoza,LB,68,70,59,67,66,62,73
Gaddis,RB,67,76,29,51,64,65,65
Andersson,ST,76,63,76,54,69,31,77
Ayhan,CB,75,64,53,71,68,76,75
Sadiku,CDM,69,47,57,59,60,68,65
Gündüz,RM,62,78,54,55,64,45,68
Dickenson,LWB,64,84,58,58,64,57,69
Özen,RWB,59,70,32,50,59,52,61
Stockton,ST,60,63,60,49,56,32,61
Hwang Soon Min,CM,63,70,59,62,64,54,62
Ademilson,ST,70,93,69,59,70,31,71
Botaka,RM,71,82,65,60,76,60,69
Mountney,RM,63,73,57,61,61,46,70
Gyau,LW,69,92,59,58,73,37,66
Strobl,CDM,76,53,49,65,58,78,77
Jung,LWB,68,69,60,65,64,64,76
Neto,GK,67,67,65,69,67,49,65
Tuszynski,ST,63,64,61,59,60,46,60
Krafth,RB,74,70,52,66,70,73,70
Mak,LM,67,88,63,61,67,27,43
Vigen,CM,66,73,59,65,67,59,66
Lucas Lima,LB,75,72,57,71,71,71,73
Durm,LB,73,74,53,64,68,70,69
Sané,ST,69,74,72,59,67,26,59
Linde,GK,71,73,67,65,74,48,69
Rogic,CAM,73,67,73,70,77,50,64
Pedro Henrique,LM,72,80,68,68,73,31,61
